,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
0,Andhra Pradesh,Arecanut,2000,724,935.6,68.12,16.37
1,Andhra Pradesh,Arhar/Tur,2000,216457,935.6,131915.16,16.37
2,Andhra Pradesh,Arhar/Tur,2000,2701,935.6,1585.48,16.37
3,Andhra Pradesh,Bajra,2000,135964,935.6,33663.5,16.37
4,Andhra Pradesh,Bajra,2000,12524,935.6,3699.54,16.37
5,Andhra Pradesh,Banana,2000,819660,935.6,12753.26,16.37
6,Andhra Pradesh,Cashewnut,2000,31074,935.6,37781.9,15.36
7,Andhra Pradesh,Castor seed,2000,136860,935.6,103625.86,15.36
8,Andhra Pradesh,Coconut ,2000,1092707179,935.6,26687.96,15.36
9,Andhra Pradesh,Coriander,2000,19993,935.6,15194.66,15.36
10,Andhra Pradesh,Cotton(lint),2000,1662683,935.6,265647.46,15.36
11,Andhra Pradesh,Dry chillies,2000,410643,935.6,47772.66,15.36
12,Andhra Pradesh,Dry chillies,2000,115528,935.6,14108.12,16.06
13,Andhra Pradesh,Ginger,2000,6515,935.6,605.54,16.06
14,Andhra Pradesh,Gram,2000,173,935.6,26,16.06
15,Andhra Pradesh,Gram,2000,228546,935.6,52198.38,16.06
16,Andhra Pradesh,Groundnut,2000,1697233,935.6,416350.74,16.06
17,Andhra Pradesh,Groundnut,2000,445720,935.6,70841.68,16.06
18,Andhra Pradesh,Horse-gram,2000,6838,935.6,3594.24,16.05
19,Andhra Pradesh,Horse-gram,2000,13492,935.6,16845.14,16.05
20,Andhra Pradesh,Jowar,2000,328490,935.6,86433.1,16.05
21,Andhra Pradesh,Jowar,2000,290498,935.6,89568.18,16.05
22,Andhra Pradesh,Linseed,2000,1093,935.6,1426.36,16.05
23,Andhra Pradesh,Maize,2000,1107165,935.6,111941.44,16.96
24,Andhra Pradesh,Maize,2000,473602,935.6,25251.98,16.96
25,Andhra Pradesh,Mesta,2000,686947,935.6,20233.98,16.96
26,Andhra Pradesh,Moong(Green Gram),2000,141194,935.6,101924.42,16.96
27,Andhra Pradesh,Moong(Green Gram),2000,43016,935.6,33374.9,15.67
28,Andhra Pradesh,Niger seed,2000,6001,935.6,4797.52,15.67
29,Andhra Pradesh,Onion,2000,227873,935.6,4435.08,15.67
30,Andhra Pradesh,Onion,2000,308617,935.6,3444.48,15.67
31,Andhra Pradesh,Other  Rabi pulses,2000,5471,935.6,3692,15.64
32,Andhra Pradesh,Other Kharif pulses,2000,5000,935.6,5161,15.64
33,Andhra Pradesh,Potato,2000,14618,935.6,647.14,15.64
34,Andhra Pradesh,Ragi,2000,92780,935.6,21707.92,15.64
35,Andhra Pradesh,Ragi,2000,27299,935.6,4097.6,15.9
36,Andhra Pradesh,Rapeseed &Mustard,2000,1048,935.6,1165.32,15.9
37,Andhra Pradesh,Rice,2000,8233806,935.6,780954.98,15.9
38,Andhra Pradesh,Rice,2000,4224208,935.6,322153.78,15.9
39,Andhra Pradesh,Safflower,2000,6574,935.6,4211.48,16.27
40,Andhra Pradesh,Sesamum,2000,29348,935.6,37371.62,16.27
41,Andhra Pradesh,Sesamum,2000,7893,935.6,10157.16,16.27
42,Andhra Pradesh,Small millets,2000,38398,935.6,16839.16,16.27
43,Andhra Pradesh,Small millets,2000,1449,935.6,509.86,16.57
44,Andhra Pradesh,Sugarcane,2000,17690131,935.6,61659,16.57
45,Andhra Pradesh,Sunflower,2000,167828,935.6,51287.86,16.57
46,Andhra Pradesh,Sweet potato,2000,25467,935.6,503.88,16.57
47,Andhra Pradesh,Tapioca,2000,166124,935.6,5591.56,16.67
48,Andhra Pradesh,Tobacco,2000,463405,935.6,32797.44,16.67
49,Andhra Pradesh,Urad,2000,28296,935.6,25849.98,16.67
50,Andhra Pradesh,Urad,2000,362283,935.6,118524.64,16.67
51,Andhra Pradesh,Wheat,2000,8121,935.6,3707.86,16.59
52,Andhra Pradesh,Arecanut,2001,449,928.4,69.68,16.59
53,Andhra Pradesh,Arhar/Tur,2001,185620,928.4,107744.26,16.59
54,Andhra Pradesh,Arhar/Tur,2001,2706,928.4,1414.14,16.59
55,Andhra Pradesh,Bajra,2001,63589,928.4,21281.26,16.47
56,Andhra Pradesh,Bajra,2001,7442,928.4,2517.84,16.47
57,Andhra Pradesh,Banana,2001,761365,928.4,13131.82,16.47
58,Andhra Pradesh,Cashewnut,2001,38729,928.4,38316.2,16.47
59,Andhra Pradesh,Castor seed,2001,82983,928.4,73732.1,16.16
60,Andhra Pradesh,Coconut ,2001,1124969850,928.4,27103.44,16.16
61,Andhra Pradesh,Coriander,2001,22711,928.4,15057.38,16.16
62,Andhra Pradesh,Cotton(lint),2001,1876698,928.4,288041.52,16.16
63,Andhra Pradesh,Dry chillies,2001,463307,928.4,44371.86,15.67
64,Andhra Pradesh,Dry chillies,2001,128104,928.4,14083.42,15.67
65,Andhra Pradesh,Ginger,2001,6263,928.4,662.22,15.67
66,Andhra Pradesh,Gram,2001,101,928.4,23.66,15.67
67,Andhra Pradesh,Gram,2001,363033,928.4,74122.36,15.92
68,Andhra Pradesh,Groundnut,2001,817551,928.4,374052.9,15.92
69,Andhra Pradesh,Groundnut,2001,432682,928.4,65637.78,15.92
70,Andhra Pradesh,Horse-gram,2001,4417,928.4,2967.12,15.92
71,Andhra Pradesh,Horse-gram,2001,34846,928.4,17921.02,16.67
72,Andhra Pradesh,Jowar,2001,287310,928.4,77819.56,16.67
73,Andhra Pradesh,Jowar,2001,346741,928.4,88405.98,16.67
74,Andhra Pradesh,Linseed,2001,1419,928.4,1526.72,16.67
75,Andhra Pradesh,Maize,2001,986011,928.4,87758.58,16.71
76,Andhra Pradesh,Maize,2001,470744,928.4,23595.52,16.71
77,Andhra Pradesh,Mesta,2001,671542,928.4,20524.92,16.71
78,Andhra Pradesh,Moong(Green Gram),2001,113312,928.4,87967.62,16.71
79,Andhra Pradesh,Moong(Green Gram),2001,42031,928.4,35801.48,16.73
80,Andhra Pradesh,Niger seed,2001,8017,928.4,4963.4,16.73
81,Andhra Pradesh,Onion,2001,234978,928.4,4611.36,16.73
82,Andhra Pradesh,Onion,2001,324477,928.4,3663.14,16.73
83,Andhra Pradesh,Other  Rabi pulses,2001,5012,928.4,3575,16.52
84,Andhra Pradesh,Other Kharif pulses,2001,4573,928.4,4506.06,16.52
85,Andhra Pradesh,Potato,2001,14653,928.4,610.48,16.52
86,Andhra Pradesh,Ragi,2001,80097,928.4,17870.58,16.52
87,Andhra Pradesh,Ragi,2001,22707,928.4,3378.44,16.45
88,Andhra Pradesh,Rapeseed &Mustard,2001,790,928.4,637.52,16.45
89,Andhra Pradesh,Rice,2001,6500545,928.4,630778.98,16.45
90,Andhra Pradesh,Rice,2001,4889246,928.4,363655.24,16.45
91,Andhra Pradesh,Safflower,2001,5920,928.4,5129.28,16.7
92,Andhra Pradesh,Sesamum,2001,16651,928.4,24143.86,16.7
93,Andhra Pradesh,Sesamum,2001,10049,928.4,10263.5,16.7
94,Andhra Pradesh,Small millets,2001,33223,928.4,14656.2,16.7
95,Andhra Pradesh,Small millets,2001,760,928.4,242.06,17.41
96,Andhra Pradesh,Sugarcane,2001,18081889,928.4,56757.48,17.41
97,Andhra Pradesh,Sunflower,2001,219397,928.4,69579.38,17.41
98,Andhra Pradesh,Sweet potato,2001,25810,928.4,505.7,17.41
99,Andhra Pradesh,Tapioca,2001,146361,928.4,4600.44,17.48
100,Andhra Pradesh,Tobacco,2001,418057,928.4,49123.36,17.48
101,Andhra Pradesh,Urad,2001,44570,928.4,27835.86,17.48
102,Andhra Pradesh,Urad,2001,338499,928.4,135156.06,17.48
103,Andhra Pradesh,Wheat,2001,9486,928.4,3586.18,17.48
104,Andhra Pradesh,Arecanut,2002,427,648.1,74,16.26
105,Andhra Pradesh,Arhar/Tur,2002,147361,648.1,105859,16.26
106,Andhra Pradesh,Arhar/Tur,2002,3004,648.1,2050,16.26
107,Andhra Pradesh,Bajra,2002,53526,648.1,19927.75,16.26
108,Andhra Pradesh,Bajra,2002,3953,648.1,1817,16.26
109,Andhra Pradesh,Banana,2002,1027659,648.1,9838.5,16.27
110,Andhra Pradesh,Cashewnut,2002,19643,648.1,37661,16.27
111,Andhra Pradesh,Castor seed,2002,86818,648.1,57975.5,16.27
112,Andhra Pradesh,Coconut ,2002,1158625735,648.1,26322.75,16.27
113,Andhra Pradesh,Coriander,2002,13721,648.1,11268.25,16.27
114,Andhra Pradesh,Cotton(lint),2002,1085739,648.1,200818.5,17
115,Andhra Pradesh,Dry chillies,2002,309369,648.1,44000.25,17
116,Andhra Pradesh,Dry chillies,2002,99444,648.1,11811.75,17
117,Andhra Pradesh,Ginger,2002,3313,648.1,506.5,17
118,Andhra Pradesh,Gram,2002,45,648.1,9.25,17
119,Andhra Pradesh,Gram,2002,381761,648.1,97528.25,17.88
120,Andhra Pradesh,Groundnut,2002,542342,648.1,317665.5,17.88
121,Andhra Pradesh,Groundnut,2002,278312,648.1,49740.5,17.88
122,Andhra Pradesh,Horse-gram,2002,6547,648.1,3740.25,17.88
123,Andhra Pradesh,Horse-gram,2002,22552,648.1,16620,17.36
124,Andhra Pradesh,Jowar,2002,257241,648.1,65918.25,17.36
125,Andhra Pradesh,Jowar,2002,350255,648.1,90043.25,17.36
126,Andhra Pradesh,Linseed,2002,1238,648.1,1017.5,17.36
127,Andhra Pradesh,Maize,2002,912047,648.1,103414.75,17.36
128,Andhra Pradesh,Maize,2002,573695,648.1,27997.5,16.76
129,Andhra Pradesh,Mesta,2002,613607,648.1,20292.25,16.76
130,Andhra Pradesh,Moong(Green Gram),2002,87862,648.1,88823,16.76
131,Andhra Pradesh,Moong(Green Gram),2002,30110,648.1,29540.5,16.76
132,Andhra Pradesh,Niger seed,2002,5743,648.1,3729.75,16.76
133,Andhra Pradesh,Onion,2002,171950,648.1,3850.75,17.84
134,Andhra Pradesh,Onion,2002,240657,648.1,2931.25,17.84
135,Andhra Pradesh,Other  Rabi pulses,2002,518,648.1,468.25,17.84
136,Andhra Pradesh,Other Kharif pulses,2002,1532,648.1,1728.75,17.84
137,Andhra Pradesh,Potato,2002,18677,648.1,668,17.84
138,Andhra Pradesh,Ragi,2002,64480,648.1,15411,17.14
139,Andhra Pradesh,Ragi,2002,12393,648.1,2402.5,17.14
140,Andhra Pradesh,Rapeseed &Mustard,2002,742,648.1,842.25,17.14
141,Andhra Pradesh,Rice,2002,5054013,648.1,527325.25,17.14
142,Andhra Pradesh,Rice,2002,2272773,648.1,178191.5,17.14
143,Andhra Pradesh,Safflower,2002,6776,648.1,4837.5,17.97
144,Andhra Pradesh,Sesamum,2002,12499,648.1,21771.25,17.97
145,Andhra Pradesh,Sesamum,2002,5545,648.1,7012.5,17.97
146,Andhra Pradesh,Small millets,2002,21891,648.1,11564,17.97
147,Andhra Pradesh,Small millets,2002,720,648.1,496.5,17.97
148,Andhra Pradesh,Soyabean,2002,0,648.1,10321,17.9
149,Andhra Pradesh,Sugarcane,2002,15387218,648.1,58117.75,17.9
150,Andhra Pradesh,Sunflower,2002,276207,648.1,104144.75,17.9
151,Andhra Pradesh,Sweet potato,2002,13380,648.1,321.5,17.9
152,Andhra Pradesh,Tapioca,2002,79474,648.1,3284.5,17.9
153,Andhra Pradesh,Tobacco,2002,451214,648.1,43403,18.13
154,Andhra Pradesh,Urad,2002,45241,648.1,27540,18.13
155,Andhra Pradesh,Urad,2002,330894,648.1,146067.75,18.13
156,Andhra Pradesh,Wheat,2002,14898,648.1,2761,18.13
157,Andhra Pradesh,other oilseeds,2002,13551,648.1,2730.25,18.13
158,Andhra Pradesh,Arecanut,2003,221,826,74.64,17.85
159,Andhra Pradesh,Arhar/Tur,2003,214657,826,123177.36,17.85
160,Andhra Pradesh,Arhar/Tur,2003,3246,826,1798.08,17.85
161,Andhra Pradesh,Bajra,2003,141628,826,30842.88,17.85
162,Andhra Pradesh,Bajra,2003,6475,826,2304.72,17.85
163,Andhra Pradesh,Banana,2003,515379,826,9291.36,17.38
164,Andhra Pradesh,Cashewnut,2003,39207,826,36018.48,17.38
165,Andhra Pradesh,Castor seed,2003,131870,826,69819.6,17.38
166,Andhra Pradesh,Coconut ,2003,1195079360,826,24951.6,17.38
167,Andhra Pradesh,Coriander,2003,15999,826,11674.56,17.38
168,Andhra Pradesh,Cotton(lint),2003,1890394,826,200854.08,17.19
169,Andhra Pradesh,Dry chillies,2003,661563,826,47890.8,17.19
170,Andhra Pradesh,Dry chillies,2003,135462,826,12185.28,17.19
171,Andhra Pradesh,Ginger,2003,5614,826,449.52,17.19
172,Andhra Pradesh,Gram,2003,90,826,12.48,17.19
173,Andhra Pradesh,Gram,2003,456464,826,101294.16,18.13
174,Andhra Pradesh,Groundnut,2003,607024,826,302034.96,18.13
175,Andhra Pradesh,Groundnut,2003,378789,826,56347.2,18.13
176,Andhra Pradesh,Horse-gram,2003,4592,826,2712.96,18.13
177,Andhra Pradesh,Horse-gram,2003,34385,826,16365.6,18.13
178,Andhra Pradesh,Jowar,2003,349245,826,65986.56,17.42
179,Andhra Pradesh,Jowar,2003,392881,826,89576.4,17.42
180,Andhra Pradesh,Linseed,2003,1193,826,1090.08,17.42
181,Andhra Pradesh,Maize,2003,1671502,826,133874.88,17.42
182,Andhra Pradesh,Maize,2003,805284,826,39072.48,17.42
183,Andhra Pradesh,Mesta,2003,470198,826,14202.48,17.55
184,Andhra Pradesh,Moong(Green Gram),2003,244136,826,114894.24,17.55
185,Andhra Pradesh,Moong(Green Gram),2003,68268,826,48428.4,17.55
186,Andhra Pradesh,Niger seed,2003,6792,826,4150.8,17.55
187,Andhra Pradesh,Onion,2003,234546,826,4046.88,17.55
188,Andhra Pradesh,Onion,2003,284935,826,2924.88,17.78
189,Andhra Pradesh,Other  Rabi pulses,2003,795,826,1039.92,17.78
190,Andhra Pradesh,Other Kharif pulses,2003,2056,826,2003.76,17.78
191,Andhra Pradesh,Potato,2003,24049,826,635.52,17.78
192,Andhra Pradesh,Ragi,2003,82164,826,16223.28,17.78
193,Andhra Pradesh,Ragi,2003,19018,826,2602.8,17.59
194,Andhra Pradesh,Rapeseed &Mustard,2003,432,826,406.8,17.59
195,Andhra Pradesh,Rice,2003,5841539,826,506136.96,17.59
196,Andhra Pradesh,Rice,2003,3111263,826,207776.16,17.59
197,Andhra Pradesh,Safflower,2003,5331,826,4140,17.59
198,Andhra Pradesh,Sesamum,2003,33235,826,27483.84,17.79
199,Andhra Pradesh,Sesamum,2003,9544,826,11254.08,17.79
200,Andhra Pradesh,Small millets,2003,28020,826,11402.4,17.79
201,Andhra Pradesh,Small millets,2003,1748,826,752.16,17.79
202,Andhra Pradesh,Soyabean,2003,107298,826,16421.76,17.79
203,Andhra Pradesh,Sugarcane,2003,15069824,826,50152.56,17.91
204,Andhra Pradesh,Sunflower,2003,333265,826,117781.68,17.91
205,Andhra Pradesh,Sweet potato,2003,9130,826,303.12,17.91
206,Andhra Pradesh,Tapioca,2003,122145,826,4669.44,17.91
207,Andhra Pradesh,Tobacco,2003,516207,826,45847.2,17.91
208,Andhra Pradesh,Urad,2003,66827,826,22908.96,17.65
209,Andhra Pradesh,Urad,2003,133336,826,82338.72,17.65
210,Andhra Pradesh,Wheat,2003,6741,826,2862.72,17.65
211,Andhra Pradesh,other oilseeds,2003,0,826,3506.16,17.65
212,Andhra Pradesh,Arecanut,2005,234,1075.5,61.53,17.65
213,Andhra Pradesh,Arhar/Tur,2005,300636,1075.5,103849.83,24.12
214,Andhra Pradesh,Bajra,2005,72401,1075.5,14465.64,24.12
215,Andhra Pradesh,Bajra,2005,9751,1075.5,2542.47,24.12
216,Andhra Pradesh,Banana,2005,935517,1075.5,9584.82,24.12
217,Andhra Pradesh,Cashewnut,2005,40153,1075.5,31158.12,24.12
218,Andhra Pradesh,Castor seed,2005,140019,1075.5,72363.27,24.12
219,Andhra Pradesh,Coconut ,2005,891991928,1075.5,21931.98,24.02
220,Andhra Pradesh,Coriander,2005,12725,1075.5,5903.94,24.02
221,Andhra Pradesh,Cotton(lint),2005,2107984,1075.5,216852.09,24.02
222,Andhra Pradesh,Dry chillies,2005,417095,1075.5,26802.51,24.02
223,Andhra Pradesh,Dry chillies,2005,120617,1075.5,9201.15,24.02
224,Andhra Pradesh,Garlic,2005,0,1075.5,168,24.02
225,Andhra Pradesh,Ginger,2005,16456,1075.5,453.81,23.96
226,Andhra Pradesh,Gram,2005,626974,1075.5,82833.03,23.96
227,Andhra Pradesh,Groundnut,2005,912020,1075.5,339080.28,23.96
228,Andhra Pradesh,Groundnut,2005,453797,1075.5,54783.96,23.96
229,Andhra Pradesh,Horse-gram,2005,4917,1075.5,2082.99,23.96
230,Andhra Pradesh,Horse-gram,2005,16110,1075.5,9807.63,23.96
231,Andhra Pradesh,Jowar,2005,280035,1075.5,38398.71,24.15
232,Andhra Pradesh,Jowar,2005,307992,1075.5,54861.45,24.15
233,Andhra Pradesh,Linseed,2005,1435,1075.5,807.45,24.15
234,Andhra Pradesh,Maize,2005,2098190,1075.5,124558.35,24.15
235,Andhra Pradesh,Maize,2005,988711,1075.5,34613.67,24.15
236,Andhra Pradesh,Mesta,2005,455487,1075.5,10463.67,24.15
237,Andhra Pradesh,Moong(Green Gram),2005,122697,1075.5,52911.39,24.04
238,Andhra Pradesh,Moong(Green Gram),2005,42623,1075.5,27922.23,24.04
239,Andhra Pradesh,Niger seed,2005,6097,1075.5,3307.08,24.04
240,Andhra Pradesh,Onion,2005,364201,1075.5,4291.14,24.04
241,Andhra Pradesh,Onion,2005,332092,1075.5,3349.92,24.04
242,Andhra Pradesh,Other  Rabi pulses,2005,6755,1075.5,3366.72,24.04
243,Andhra Pradesh,Other Kharif pulses,2005,3836,1075.5,3062.85,24.56
244,Andhra Pradesh,Potato,2005,29564,1075.5,687.75,24.56
245,Andhra Pradesh,Ragi,2005,62947,1075.5,11880.96,24.56
246,Andhra Pradesh,Ragi,2005,16398,1075.5,1896.51,24.56
247,Andhra Pradesh,Rapeseed &Mustard,2005,2568,1075.5,1188.6,24.56
248,Andhra Pradesh,Rice,2005,6376990,1075.5,530482.68,24.56
249,Andhra Pradesh,Rice,2005,5326634,1075.5,305685.03,24.11
250,Andhra Pradesh,Safflower,2005,8094,1075.5,3707.34,24.11
251,Andhra Pradesh,Sesamum,2005,16278,1075.5,16679.04,24.11
252,Andhra Pradesh,Sesamum,2005,12802,1075.5,7829.64,24.11
253,Andhra Pradesh,Small millets,2005,26264,1075.5,9171.54,24.11
254,Andhra Pradesh,Small millets,2005,314,1075.5,91.98,24.11
255,Andhra Pradesh,Soyabean,2005,190937,1075.5,20515.32,24.06
256,Andhra Pradesh,Sugarcane,2005,17656395,1075.5,48291.6,24.06
257,Andhra Pradesh,Sunflower,2005,297556,1075.5,93295.44,24.06
258,Andhra Pradesh,Sweet potato,2005,8726,1075.5,227.85,24.06
259,Andhra Pradesh,Tapioca,2005,125986,1075.5,3209.01,24.06
260,Andhra Pradesh,Tobacco,2005,716614,1075.5,42908.88,24.06
261,Andhra Pradesh,Urad,2005,33844,1075.5,16633.26,24.96
262,Andhra Pradesh,Urad,2005,216227,1075.5,71784.72,24.96
263,Andhra Pradesh,Wheat,2005,8891,1075.5,2332.89,24.96
264,Andhra Pradesh,Arecanut,2006,176,845.2,56.1,24.96
265,Andhra Pradesh,Arhar/Tur,2006,157669,845.2,87041.68,24.96
266,Andhra Pradesh,Arhar/Tur,2006,3174,845.2,1233.32,24.96
267,Andhra Pradesh,Bajra,2006,39988,845.2,10778.9,24.37
268,Andhra Pradesh,Bajra,2006,6986,845.2,2657.82,24.37
269,Andhra Pradesh,Banana,2006,1224106,845.2,11062.92,24.37
270,Andhra Pradesh,Cashewnut,2006,37470,845.2,31920.9,24.37
271,Andhra Pradesh,Castor seed,2006,86892,845.2,44483.78,24.37
272,Andhra Pradesh,Coconut ,2006,1326398065,845.2,23109.46,24.37
273,Andhra Pradesh,Coriander,2006,10061,845.2,5582.5,24.41
274,Andhra Pradesh,Cotton(lint),2006,2181944,845.2,213797.32,24.41
275,Andhra Pradesh,Dry chillies,2006,609739,845.2,36274.92,24.41
276,Andhra Pradesh,Dry chillies,2006,155979,845.2,10795.18,24.41
277,Andhra Pradesh,Ginger,2006,10301,845.2,536.58,24.41
278,Andhra Pradesh,Gram,2006,653429,845.2,132383.9,24.41
279,Andhra Pradesh,Groundnut,2006,332732,845.2,243458.6,24.41
280,Andhra Pradesh,Groundnut,2006,409905,845.2,50072.44,24.41
281,Andhra Pradesh,Horse-gram,2006,4554,845.2,2268.42,24.43
282,Andhra Pradesh,Horse-gram,2006,25476,845.2,11814.66,24.43
283,Andhra Pradesh,Jowar,2006,163689,845.2,35874.96,24.43
284,Andhra Pradesh,Jowar,2006,246903,845.2,57056.56,24.43
285,Andhra Pradesh,Linseed,2006,777,845.2,622.6,24.43
286,Andhra Pradesh,Maize,2006,1284991,845.2,117855.98,24.43
287,Andhra Pradesh,Maize,2006,1177003,845.2,41837.84,24.43
288,Andhra Pradesh,Mesta,2006,543574,845.2,13616.68,24.43
289,Andhra Pradesh,Moong(Green Gram),2006,80062,845.2,54190.4,24.79
290,Andhra Pradesh,Moong(Green Gram),2006,63534,845.2,32470.68,24.79
291,Andhra Pradesh,Niger seed,2006,5334,845.2,3200.34,24.79
292,Andhra Pradesh,Onion,2006,306843,845.2,4092.22,24.79
293,Andhra Pradesh,Onion,2006,272602,845.2,2736.58,24.79
294,Andhra Pradesh,Other  Rabi pulses,2006,5811,845.2,3254.24,24.79
295,Andhra Pradesh,Other Kharif pulses,2006,3106,845.2,2241.8,24.79
296,Andhra Pradesh,Potato,2006,44728,845.2,801.9,24.79
297,Andhra Pradesh,Ragi,2006,50883,845.2,11154.44,24.22
298,Andhra Pradesh,Ragi,2006,13611,845.2,1808.4,24.22
299,Andhra Pradesh,Rapeseed &Mustard,2006,2780,845.2,1185.14,24.22
300,Andhra Pradesh,Rice,2006,6949186,845.2,580991.4,24.22
301,Andhra Pradesh,Rice,2006,4922944,845.2,294144.4,24.22
302,Andhra Pradesh,Safflower,2006,8994,845.2,3146.44,24.22
303,Andhra Pradesh,Sesamum,2006,18224,845.2,17478.78,24.22
304,Andhra Pradesh,Sesamum,2006,10521,845.2,7515.86,24.22
305,Andhra Pradesh,Small millets,2006,17007,845.2,7408.72,24.41
306,Andhra Pradesh,Small millets,2006,225,845.2,79.2,24.41
307,Andhra Pradesh,Soyabean,2006,156222,845.2,22550.66,24.41
308,Andhra Pradesh,Sugarcane,2006,21691638,845.2,58153.26,24.41
309,Andhra Pradesh,Sunflower,2006,329437,845.2,98052.46,24.41
310,Andhra Pradesh,Sweet potato,2006,8608,845.2,219.34,24.41
311,Andhra Pradesh,Tapioca,2006,209152,845.2,4341.04,24.41
312,Andhra Pradesh,Tobacco,2006,582747,845.2,42200.84,24.41
313,Andhra Pradesh,Urad,2006,22555,845.2,18043.3,24.14
314,Andhra Pradesh,Urad,2006,327533,845.2,91455.76,24.14
315,Andhra Pradesh,Wheat,2006,8796,845.2,2203.52,24.14
316,Andhra Pradesh,Arecanut,2008,265,944.6,32.31,24.14
317,Andhra Pradesh,Arhar/Tur,2008,199414,944.6,39532.32,24.14
318,Andhra Pradesh,Arhar/Tur,2008,1942,944.6,311.94,24.14
319,Andhra Pradesh,Bajra,2008,51316,944.6,4485.96,24.14
320,Andhra Pradesh,Bajra,2008,8873,944.6,834.66,24.14
321,Andhra Pradesh,Banana,2008,1368488,944.6,4869,24.24
322,Andhra Pradesh,Cashewnut,2008,45208,944.6,13512.15,24.24
323,Andhra Pradesh,Castor seed,2008,81365,944.6,14285.07,24.24
324,Andhra Pradesh,Coconut ,2008,970056617,944.6,9595.44,24.24
325,Andhra Pradesh,Coriander,2008,15616,944.6,3009.51,24.24
326,Andhra Pradesh,Cotton(lint),2008,3568251,944.6,125901,24.24
327,Andhra Pradesh,Dry chillies,2008,615466,944.6,14401.17,24.24
328,Andhra Pradesh,Dry chillies,2008,157971,944.6,3901.23,24.24
329,Andhra Pradesh,Ginger,2008,11684,944.6,197.46,24.27
330,Andhra Pradesh,Gram,2008,857221,944.6,54578.34,24.27
331,Andhra Pradesh,Groundnut,2008,449384,944.6,134967.6,24.27
332,Andhra Pradesh,Groundnut,2008,523880,944.6,24004.26,24.27
333,Andhra Pradesh,Horse-gram,2008,2423,944.6,446.67,24.27
334,Andhra Pradesh,Horse-gram,2008,14062,944.6,3091.23,24.27
335,Andhra Pradesh,Jowar,2008,166667,944.6,10628.46,24.27
336,Andhra Pradesh,Jowar,2008,269115,944.6,14444.1,24.27
337,Andhra Pradesh,Linseed,2008,347,944.6,83.43,24.33
338,Andhra Pradesh,Maize,2008,1566921,944.6,44802.27,24.33
339,Andhra Pradesh,Maize,2008,2584881,944.6,31874.13,24.33
340,Andhra Pradesh,Mesta,2008,295481,944.6,3344.67,24.33
341,Andhra Pradesh,Moong(Green Gram),2008,91928,944.6,18617.13,24.33
342,Andhra Pradesh,Moong(Green Gram),2008,44272,944.6,10142.46,24.33
343,Andhra Pradesh,Niger seed,2008,5469,944.6,1124.46,24.33
344,Andhra Pradesh,Onion,2008,439644,944.6,2405.07,24.33
345,Andhra Pradesh,Onion,2008,289004,944.6,1236.33,24.44
346,Andhra Pradesh,Other  Rabi pulses,2008,3701,944.6,217.35,24.44
347,Andhra Pradesh,Other Kharif pulses,2008,1291,944.6,237.06,24.44
348,Andhra Pradesh,Potato,2008,50118,944.6,470.43,24.44
349,Andhra Pradesh,Ragi,2008,42929,944.6,4030.47,24.44
350,Andhra Pradesh,Ragi,2008,8949,944.6,471.42,24.44
351,Andhra Pradesh,Rapeseed &Mustard,2008,3764,944.6,529.65,24.44
352,Andhra Pradesh,Rice,2008,8379635,944.6,252276.84,24.44
353,Andhra Pradesh,Rice,2008,5861498,944.6,142572.6,24.15
354,Andhra Pradesh,Safflower,2008,6398,944.6,1150.2,24.15
355,Andhra Pradesh,Sesamum,2008,9634,944.6,4143.69,24.15
356,Andhra Pradesh,Sesamum,2008,9168,944.6,3086.64,24.15
357,Andhra Pradesh,Small millets,2008,16315,944.6,2726.19,24.15
358,Andhra Pradesh,Small millets,2008,177,944.6,20.88,24.15
359,Andhra Pradesh,Soyabean,2008,193969,944.6,12791.52,24.15
360,Andhra Pradesh,Sugarcane,2008,15382999,944.6,17651.34,24.15
361,Andhra Pradesh,Sunflower,2008,326182,944.6,37668.51,24.24
362,Andhra Pradesh,Sweet potato,2008,9863,944.6,81.27,24.24
363,Andhra Pradesh,Tapioca,2008,208052,944.6,1508.85,24.24
364,Andhra Pradesh,Tobacco,2008,717012,944.6,20946.69,24.24
365,Andhra Pradesh,Urad,2008,40474,944.6,6211.35,24.24
366,Andhra Pradesh,Urad,2008,180440,944.6,24242.4,24.24
367,Andhra Pradesh,Wheat,2008,15421,944.6,1231.83,24.24
368,Andhra Pradesh,Arecanut,2009,198,711,65.62,24.24
369,Andhra Pradesh,Arhar/Tur,2009,189677,711,74526.64,24.55
370,Andhra Pradesh,Arhar/Tur,2009,13266,711,4232.15,24.55
371,Andhra Pradesh,Bajra,2009,43471,711,5679.87,24.55
372,Andhra Pradesh,Bajra,2009,9884,711,2029.46,24.55
373,Andhra Pradesh,Banana,2009,1775347,711,9898.93,24.55
374,Andhra Pradesh,Cashewnut,2009,42703,711,23676.58,24.55
375,Andhra Pradesh,Castor seed,2009,63733,711,25088.94,24.55
376,Andhra Pradesh,Coconut ,2009,1149330226,711,17771.97,24.55
377,Andhra Pradesh,Coriander,2009,20605,711,6369.56,17.46
378,Andhra Pradesh,Cotton(lint),2009,3232025,711,249394.25,17.67
379,Andhra Pradesh,Dry chillies,2009,639974,711,26600.75,17.46
380,Andhra Pradesh,Dry chillies,2009,191016,711,8511.22,17.67
