,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
4128,Delhi,Potato,2005,841,653.1,11.13,18.66
4129,Delhi,Rice,2005,21092,653.1,1576.26,18.66
4130,Delhi,Sugarcane,2005,225,653.1,0.84,27.92
4131,Delhi,Wheat,2005,79404,653.1,3838.59,20.93
4132,Delhi,Arhar/Tur,2006,578,462.7,84.7,27.32
4133,Delhi,Bajra,2006,2945,462.7,350.24,19.05
4134,Delhi,Barley,2006,196,462.7,16.5,25.95
4135,Delhi,Gram,2006,65,462.7,9.9,24.78
4136,Delhi,Jowar,2006,8354,462.7,1944.8,25.44
4137,Delhi,Maize,2006,122,462.7,14.74,22.19
4138,Delhi,Other Kharif pulses,2006,271,462.7,39.6,20.93
4139,Delhi,Potato,2006,873,462.7,12.1,18.66
4140,Delhi,Rice,2006,20815,462.7,1623.82,18.66
4141,Delhi,Sugarcane,2006,301,462.7,0.88,27.92
4142,Delhi,Wheat,2006,77885,462.7,3934.48,20.93
4143,Delhi,Bajra,1998,2091,784.5,752.55,27.32
4144,Delhi,Barley,1998,83,784.5,88.45,19.05
4145,Delhi,Cotton(lint),1998,1,784.5,0.29,25.95
4146,Delhi,Gram,1998,36,784.5,44.08,24.78
4147,Delhi,Jowar,1998,4058,784.5,2625.08,25.44
4148,Delhi,Maize,1998,132,784.5,47.85,22.19
4149,Delhi,Potato,1998,1048,784.5,41.18,20.93
4150,Delhi,Rice,1998,10799,784.5,2117.87,18.66
4151,Delhi,Sugarcane,1998,300,784.5,1.45,18.66
4152,Delhi,Wheat,1998,107729,784.5,9000.73,27.92
4153,Delhi,Bajra,1999,3749,365.9,734.13,20.93
4154,Delhi,Barley,1999,98,365.9,70.47,27.32
4155,Delhi,Cotton(lint),1999,1,365.9,0.27,19.05
4156,Delhi,Gram,1999,13,365.9,16.74,25.95
4157,Delhi,Jowar,1999,3681,365.9,2299.05,24.78
4158,Delhi,Maize,1999,42,365.9,15.66,25.44
4159,Delhi,Potato,1999,1155,365.9,42.39,22.19
4160,Delhi,Rice,1999,15279,365.9,2188.35,20.93
4161,Delhi,Sugarcane,1999,200,365.9,1.08,18.66
4162,Delhi,Wheat,1999,122058,365.9,9046.35,18.66
4163,Delhi,Bajra,2000,4634,544.3,810.94,27.92
4164,Delhi,Barley,2000,75,544.3,61.1,20.93
4165,Delhi,Cotton(lint),2000,1,544.3,0.26,27.32
4166,Delhi,Gram,2000,8,544.3,13,19.05
4167,Delhi,Jowar,2000,8177,544.3,2242.5,25.95
4168,Delhi,Maize,2000,90,544.3,14.3,24.78
4169,Delhi,Potato,2000,45950,544.3,646.62,25.44
4170,Delhi,Rice,2000,11420,544.3,1573.78,22.19
4171,Delhi,Sugarcane,2000,200,544.3,1.3,20.93
4172,Delhi,Wheat,2000,97927,544.3,7237.36,18.66
4173,Delhi,Bajra,2001,5140,611.9,684.32,18.66
4174,Delhi,Barley,2001,60,611.9,31.72,27.92
4175,Delhi,Cotton(lint),2001,1,611.9,0.26,20.93
4176,Delhi,Gram,2001,8,611.9,13.26,27.32
4177,Delhi,Jowar,2001,8140,611.9,2243.02,19.05
4178,Delhi,Maize,2001,95,611.9,13.78,25.95
4179,Delhi,Other Kharif pulses,2001,643,611.9,141.7,24.78
4180,Delhi,Potato,2001,461,611.9,16.38,25.44
4181,Delhi,Rice,2001,12063,611.9,1665.3,22.19
4182,Delhi,Sugarcane,2001,200,611.9,0.78,20.93
4183,Delhi,Wheat,2001,91660,611.9,6789.64,18.66
4184,Delhi,Bajra,2002,2804,593.6,388,18.66
4185,Delhi,Barley,2002,41,593.6,21.25,27.92
4186,Delhi,Cotton(lint),2002,1,593.6,0.25,20.93
4187,Delhi,Gram,2002,16,593.6,18.25,27.32
4188,Delhi,Jowar,2002,4015,593.6,2318.25,19.05
4189,Delhi,Maize,2002,228,593.6,23.5,25.95
4190,Delhi,Other Kharif pulses,2002,437,593.6,84.75,24.78
4191,Delhi,Potato,2002,446,593.6,15.25,25.44
4192,Delhi,Rice,2002,12907,593.6,1524,22.19
4193,Delhi,Sugarcane,2002,340,593.6,1.25,20.93
4194,Delhi,Wheat,2002,79718,593.6,4965,18.66
4195,Delhi,Bajra,2007,3013,677.5,253.76,18.66
4196,Delhi,Barley,2007,196,677.5,12,27.92
4197,Delhi,Gram,2007,68,677.5,7.52,20.93
4198,Delhi,Jowar,2007,8262,677.5,1413.92,27.32
4199,Delhi,Maize,2007,126,677.5,11.04,19.05
4200,Delhi,Other Kharif pulses,2007,587,677.5,62.56,25.95
4201,Delhi,Potato,2007,888,677.5,8.96,24.78
4202,Delhi,Rice,2007,20946,677.5,1187.04,25.44
4203,Delhi,Sugarcane,2007,276,677.5,0.48,22.19
4204,Delhi,Wheat,2007,76222,677.5,2797.12,20.93
4205,Delhi,Bajra,2008,2943,614.6,139.41,18.66
4206,Delhi,Barley,2008,202,614.6,6.48,18.66
4207,Delhi,Gram,2008,70,614.6,4.32,27.92
4208,Delhi,Jowar,2008,7950,614.6,741.42,20.93
4209,Delhi,Maize,2008,99,614.6,4.86,27.32
4210,Delhi,Potato,2008,1325,614.6,7.11,19.05
4211,Delhi,Rice,2008,19873,614.6,633.51,25.95
4212,Delhi,Sugarcane,2008,226,614.6,0.27,24.78
4213,Delhi,Wheat,2008,80355,614.6,1658.7,25.44
4214,Delhi,Bajra,2009,2979,528.4,269.62,22.19
4215,Delhi,Barley,2009,214,528.4,12.92,20.93
4216,Delhi,Gram,2009,67,528.4,12.92,18.66
4217,Delhi,Jowar,2009,3168,528.4,557.6,18.66
4218,Delhi,Maize,2009,1054,528.4,8.16,27.92
4219,Delhi,Potato,2009,21999,528.4,14.96,20.93
4220,Delhi,Rice,2009,19008,528.4,1159.57,27.32
4221,Delhi,Sugarcane,2009,226,528.4,0.51,19.05
4222,Delhi,Wheat,2009,92480,528.4,3622.53,25.95
4223,Delhi,Bajra,2010,2876,989.5,367.44,24.78
4224,Delhi,Barley,2010,197,989.5,16.8,25.44
4225,Delhi,Gram,2010,75,989.5,1.92,21.86
4226,Delhi,Jowar,2010,3227,989.5,801.84,20.22
4227,Delhi,Maize,2010,878,989.5,9.6,17.88
4228,Delhi,Potato,2010,15862,989.5,12.24,17.88
4229,Delhi,Rice,2010,19083,989.5,1643.52,27.54
4230,Delhi,Sugarcane,2010,226,989.5,0.72,20.22
4231,Delhi,Wheat,2010,87385,989.5,4832.4,26.94
4232,Delhi,Bajra,2011,2689,641.3954545,474.87,18.8
4233,Delhi,Barley,2011,195,641.3954545,21.78,25.96
4234,Delhi,Gram,2011,72,641.3954545,4.29,24.26
4235,Delhi,Jowar,2011,3032,641.3954545,1036.2,25.54
4236,Delhi,Maize,2011,843,641.3954545,12.54,21.86
4237,Delhi,Potato,2011,14928,641.3954545,15.84,20.22
4238,Delhi,Rice,2011,20198,641.3954545,2391.84,17.88
4239,Delhi,Sugarcane,2011,226,641.3954545,0.99,17.88
4240,Delhi,Wheat,2011,82142,641.3954545,6245.91,27.54
4241,Delhi,Bajra,2012,3815,451.9,470.89,20.22
4242,Delhi,Barley,2012,183,451.9,20.15,26.94
4243,Delhi,Gram,2012,62,451.9,13.64,18.8
4244,Delhi,Jowar,2012,3008,451.9,1028.89,25.96
4245,Delhi,Maize,2012,828,451.9,11.47,24.26
4246,Delhi,Potato,2012,14652,451.9,213.59,25.54
4247,Delhi,Rice,2012,19768,451.9,1881.08,21.86
4248,Delhi,Sugarcane,2012,226,451.9,0.93,20.22
4249,Delhi,Wheat,2012,84802,451.9,6029.5,17.88
4250,Delhi,Bajra,2013,3815,706.8,410.13,17.88
4251,Delhi,Barley,2013,183,706.8,17.55,27.54
4252,Delhi,Gram,2013,62,706.8,11.88,20.22
4253,Delhi,Jowar,2013,3008,706.8,896.13,26.94
4254,Delhi,Maize,2013,828,706.8,9.99,18.8
4255,Delhi,Potato,2013,14652,706.8,186.03,25.96
4256,Delhi,Rice,2013,19768,706.8,1638.36,24.26
4257,Delhi,Sugarcane,2013,226,706.8,0.81,25.54
4258,Delhi,Wheat,2013,86498,706.8,5251.5,21.86
4259,Delhi,Bajra,2014,3817,416.4,501.6,20.22
4260,Delhi,Barley,2014,186,416.4,21.12,17.88
4261,Delhi,Gram,2014,54,416.4,13.53,17.88
4262,Delhi,Jowar,2014,2937,416.4,1069.86,27.54
4263,Delhi,Maize,2014,783,416.4,11.55,20.22
4264,Delhi,Potato,2014,9273,416.4,143.88,26.94
4265,Delhi,Rice,2014,17269,416.4,1991.55,18.8
4266,Delhi,Wheat,2014,85558,416.4,6388.8,25.96
4267,Delhi,Bajra,2015,3256,757.7,489.06,24.26
4268,Delhi,Barley,2015,181,757.7,20.46,25.54
4269,Delhi,Gram,2015,53,757.7,8.25,21.86
4270,Delhi,Jowar,2015,3034,757.7,1043.13,20.22
4271,Delhi,Maize,2015,174,757.7,11.22,17.88
4272,Delhi,Rice,2015,16837,757.7,1941.72,17.88
4273,Delhi,Wheat,2015,83419,757.7,6286.5,27.54
4274,Delhi,Bajra,2016,3278,747.1,520.45,20.22
4275,Delhi,Barley,2016,184,747.1,23.8,26.94
4276,Delhi,Gram,2016,53,747.1,8.75,18.8
4277,Delhi,Jowar,2016,3065,747.1,1117.55,25.96
4278,Delhi,Maize,2016,174,747.1,11.9,24.26
4279,Delhi,Rice,2016,17260,747.1,2090.55,25.54
4280,Delhi,Wheat,2016,87182,747.1,6867.7,21.86
4281,Delhi,Bajra,2017,3256,533.7,570.76,20.22
4282,Delhi,Barley,2017,181,533.7,26.6,17.88
4283,Delhi,Gram,2017,10,533.7,9.5,17.88
4284,Delhi,Jowar,2017,3035,533.7,1216.38,27.54
4285,Delhi,Maize,2017,174,533.7,13.68,20.22
4286,Delhi,Rice,2017,16837,533.7,2224.52,26.94
4287,Delhi,Wheat,2017,83419,533.7,7474.98,18.8
4288,Delhi,Bajra,2018,3249,678.5,517.3,25.96
4289,Delhi,Barley,2018,172,678.5,20.65,24.26
4290,Delhi,Gram,2018,4,678.5,0.7,25.54
4291,Delhi,Jowar,2018,3032,678.5,1104.25,21.86
4292,Delhi,Maize,2018,102,678.5,7,20.22
4293,Delhi,Rice,2018,16826,678.5,2046.8,17.88
4294,Delhi,Wheat,2018,82876,678.5,6727,17.88
4295,Delhi,Bajra,2019,4873,546.9,545.75,27.54
4296,Delhi,Barley,2019,180,546.9,22.2,20.22
4297,Delhi,Gram,2019,4,546.9,0.74,26.94
4298,Delhi,Jowar,2019,3150,546.9,1165.5,18.8
4299,Delhi,Maize,2019,102,546.9,7.4,25.96
4300,Delhi,Rapeseed &Mustard,2019,8125,546.9,1202.5,24.26
4301,Delhi,Rice,2019,17580,546.9,2163.76,25.54
4302,Delhi,Wheat,2019,82905,546.9,7114.36,21.86
4303,Goa,Arecanut,1998,1820,2964.9,435,20.22
4304,Goa,Banana,1998,14400,2964.9,551,17.88
4305,Goa,Black pepper,1998,70,2964.9,72.5,17.88
4306,Goa,Cashewnut,1998,15000,2964.9,15333.75,27.54
4307,Goa,Coconut ,1998,121000000,2964.9,7208.82,20.22
4308,Goa,Groundnut,1998,412,2964.9,101.5,26.94
4309,Goa,Groundnut,1998,2124,2964.9,303.92,18.8
4310,Goa,Other  Rabi pulses,1998,9220,2964.9,2514.59,25.96
4311,Goa,Other Kharif pulses,1998,324,2964.9,348,24.26
4312,Goa,Ragi,1998,2476,2964.9,725,25.54
4313,Goa,Rice,1998,104249,2964.9,11890,21.86
4314,Goa,Rice,1998,46925,2964.9,4477.31,20.22
4315,Goa,Sugarcane,1998,64000,2964.9,382.8,17.88
4316,Goa,Arecanut,1999,1880,3879.3,418.5,17.88
4317,Goa,Banana,1999,14500,3879.3,526.5,27.54
4318,Goa,Black pepper,1999,120,3879.3,74.25,20.22
4319,Goa,Cashewnut,1999,17274,3879.3,14388.84,26.94
4320,Goa,Coconut ,1999,121580000,3879.3,6743.25,18.8
4321,Goa,Groundnut,1999,513,3879.3,94.5,25.96
4322,Goa,Groundnut,1999,1767,3879.3,271.08,24.26
4323,Goa,Other  Rabi pulses,1999,8430,3879.3,2491.29,25.54
4324,Goa,Other Kharif pulses,1999,578,3879.3,270,22.25
4325,Goa,Ragi,1999,1070,3879.3,270,20.78
4326,Goa,Rice,1999,96281,3879.3,10935,18.38
4327,Goa,Rice,1999,43642,3879.3,4377.51,18.38
4328,Goa,Sugarcane,1999,68440,3879.3,360.45,27.39
4329,Goa,Arecanut,2000,2500,3886.9,416,20.78
4330,Goa,Banana,2000,14745,3886.9,520,27.39
4331,Goa,Black pepper,2000,100,3886.9,124.8,18.84
4332,Goa,Cashewnut,2000,21335,3886.9,13979.42,26.3
4333,Goa,Coconut ,2000,125120000,3886.9,6506.5,24.98
4334,Goa,Groundnut,2000,567,3886.9,93.6,26
4335,Goa,Groundnut,2000,2584,3886.9,369.46,22.25
4336,Goa,Other  Rabi pulses,2000,9338,3886.9,2631.46,20.78
4337,Goa,Other Kharif pulses,2000,314,3886.9,169,18.38
4338,Goa,Ragi,2000,499,3886.9,130,18.38
4339,Goa,Rice,2000,96568,3886.9,10660,27.39
4340,Goa,Rice,2000,45555,3886.9,4213.82,20.78
4341,Goa,Sugarcane,2000,72750,3886.9,325,27.39
4342,Goa,Arecanut,2001,2500,2530.6,416,18.84
4343,Goa,Banana,2001,15482,2530.6,546,26.3
4344,Goa,Black pepper,2001,100,2530.6,148.98,24.98
4345,Goa,Cashewnut,2001,22976,2530.6,14055.6,26
4346,Goa,Coconut ,2001,125120000,2530.6,6506.5,22.25
4347,Goa,Groundnut,2001,137,2530.6,38.48,20.78
4348,Goa,Groundnut,2001,2390,2530.6,393.9,18.38
4349,Goa,Other  Rabi pulses,2001,8085,2530.6,2325.44,18.38
4350,Goa,Other Kharif pulses,2001,283,2530.6,131.3,27.39
4351,Goa,Ragi,2001,315,2530.6,81.9,20.78
4352,Goa,Rice,2001,79071,2530.6,8513.96,27.39
4353,Goa,Rice,2001,47452,2530.6,4325.62,18.84
4354,Goa,Sugarcane,2001,70565,2530.6,313.3,26.3
4355,Goa,Arecanut,2002,2500,2516.3,400,24.98
4356,Goa,Banana,2002,15743,2516.3,529,26
4357,Goa,Black pepper,2002,103,2516.3,145.75,22.25
4358,Goa,Cashewnut,2002,23109,2516.3,13593.25,20.78
4359,Goa,Coconut ,2002,122020000,2516.3,6267,18.38
4360,Goa,Groundnut,2002,348,2516.3,60.25,18.38
4361,Goa,Groundnut,2002,3915,2516.3,537,27.39
4362,Goa,Other  Rabi pulses,2002,7285,2516.3,2291.75,20.78
4363,Goa,Other Kharif pulses,2002,168,2516.3,50.25,27.39
4364,Goa,Ragi,2002,301,2516.3,88.25,18.84
4365,Goa,Rice,2002,90072,2516.3,8432,26.3
4366,Goa,Rice,2002,44695,2516.3,4110.25,24.98
4367,Goa,Sugarcane,2002,65470,2516.3,297,26
4368,Goa,Arecanut,2003,2650,3011.6,384,22.25
4369,Goa,Banana,2003,16900,3011.6,522.96,20.78
4370,Goa,Black pepper,2003,103,3011.6,141.36,18.38
4371,Goa,Cashewnut,2003,23233,3011.6,13120.32,18.38
4372,Goa,Coconut ,2003,122220000,3011.6,6026.4,27.39
4373,Goa,Groundnut,2003,363,3011.6,78,20.78
4374,Goa,Groundnut,2003,5310,3011.6,708,27.39
4375,Goa,Other  Rabi pulses,2003,8853,3011.6,2228.16,18.84
4376,Goa,Other Kharif pulses,2003,294,3011.6,119.52,26.3
4377,Goa,Ragi,2003,394,3011.6,105.36,24.98
4378,Goa,Rice,2003,115996,3011.6,8513.04,26
4379,Goa,Rice,2003,54665,3011.6,4159.2,22.25
4380,Goa,Sugarcane,2003,57607,3011.6,290.4,20.78
4381,Goa,Arecanut,2013,2895,3642.6,469.8,18.38
4382,Goa,Banana,2013,26308,3642.6,627.48,18.38
4383,Goa,Black pepper,2013,234,3642.6,198.99,27.39
4384,Goa,Cashewnut,2013,24332,3642.6,15102.72,20.78
4385,Goa,Coconut ,2013,128100000,3642.6,6952.5,27.39
4386,Goa,Groundnut,2013,951,3642.6,106.38,18.84
4387,Goa,Groundnut,2013,5639,3642.6,593.19,26.3
4388,Goa,Other  Rabi pulses,2013,8787,3642.6,2140.56,24.98
4389,Goa,Other Kharif pulses,2013,139,3642.6,46.44,26
4390,Goa,Ragi,2013,14,3642.6,4.86,22.25
4391,Goa,Rice,2013,80114,3642.6,7649.1,20.78
4392,Goa,Rice,2013,46397,3642.6,3912.3,18.38
4393,Goa,Sugarcane,2013,47669,3642.6,235.44,18.38
4394,Goa,Arecanut,2014,2895,3491.2,577.5,27.39
4395,Goa,Banana,2014,26882,3491.2,785.4,20.78
4396,Goa,Black pepper,2014,244,3491.2,252.12,27.39
4397,Goa,Cashewnut,2014,25011,3491.2,18506.07,18.84
4398,Goa,Coconut ,2014,127800000,3491.2,8509.38,26.3
4399,Goa,Groundnut,2014,734,3491.2,119.13,24.98
4400,Goa,Groundnut,2014,3577,3491.2,630.3,26
4401,Goa,Other  Rabi pulses,2014,7871,3491.2,2743.95,22.25
4402,Goa,Other Kharif pulses,2014,186,3491.2,68.64,20.78
4403,Goa,Ragi,2014,11,3491.2,5.115,18.38
4404,Goa,Rice,2014,81269,3491.2,9187.2,18.38
4405,Goa,Rice,2014,39236,3491.2,4662.9,27.39
4406,Goa,Sugarcane,2014,49215,3491.2,266.64,20.78
4407,Goa,Arecanut,2015,2960,2587.1,588.39,27.39
4408,Goa,Banana,2015,27302,2587.1,796.62,18.84
4409,Goa,Black pepper,2015,258,2587.1,258.39,26.3
4410,Goa,Cashewnut,2015,17549,2587.1,18680.97,24.98
4411,Goa,Coconut ,2015,129400000,2587.1,8519.94,26
4412,Goa,Groundnut,2015,736,2587.1,119.13,22.25
4413,Goa,Groundnut,2015,3298,2587.1,507.21,20.78
4414,Goa,Other  Rabi pulses,2015,5882,2587.1,2304.39,18.38
4415,Goa,Other Kharif pulses,2015,128,2587.1,56.43,18.38
4416,Goa,Rice,2015,78489,2587.1,9150.9,27.39
4417,Goa,Rice,2015,36579,2587.1,4492.62,20.78
4418,Goa,Sugarcane,2015,58077,2587.1,375.87,27.39
4419,Goa,Arecanut,2016,3101,3266.9,633.5,18.84
4420,Goa,Banana,2016,26908,3266.9,852.25,26.3
4421,Goa,Black pepper,2016,282,3266.9,271.95,24.98
4422,Goa,Cashewnut,2016,24392,3266.9,19857.25,26
4423,Goa,Coconut ,2016,132160000,3266.9,9069.55,22.12
4424,Goa,Groundnut,2016,859,3266.9,117.6,20.72
4425,Goa,Groundnut,2016,3112,3266.9,473.2,18.18
4426,Goa,Other  Rabi pulses,2016,5794,3266.9,2010.75,18.18
4427,Goa,Other Kharif pulses,2016,118,3266.9,49.7,28.18
4428,Goa,Rice,2016,77109,3266.9,9670.5,20.72
4429,Goa,Rice,2016,36118,3266.9,4617.55,27.56
4430,Goa,Sugarcane,2016,40222,3266.9,313.95,19.01
4431,Goa,Sweet potato,2016,164,3266.9,18.2,26.3
4432,Goa,Arecanut,2017,3299,2772.5,697.68,24.95
4433,Goa,Banana,2017,26975,2772.5,922.64,25.78
4434,Goa,Black pepper,2017,324,2772.5,301.72,22.12
4435,Goa,Cashewnut,2017,28012,2772.5,21374.24,20.72
4436,Goa,Coconut ,2017,131600000,2772.5,9944.22,18.18
4437,Goa,Groundnut,2017,651,2772.5,106.4,18.18
4438,Goa,Groundnut,2017,2819,2772.5,477.66,28.18
4439,Goa,Other  Rabi pulses,2017,4635,2772.5,2031.1,20.72
4440,Goa,Other Kharif pulses,2017,187,2772.5,74.1,27.56
4441,Goa,Rice,2017,71279,2772.5,10343.22,19.01
4442,Goa,Rice,2017,31718,2772.5,4294.38,26.3
4443,Goa,Sugarcane,2017,47160,2772.5,345.8,24.95
4444,Goa,Sweet potato,2017,116,2772.5,20.9,25.78
4445,Goa,other oilseeds,2017,1690,2772.5,319.58,22.12
4446,Goa,Arecanut,2018,3296,4406,642.6,20.72
4447,Goa,Banana,2018,26979,4406,843.85,18.18
4448,Goa,Black pepper,2018,346,4406,297.15,18.18
4449,Goa,Cashewnut,2018,27588,4406,19745.95,28.18
4450,Goa,Coconut ,2018,132750000,4406,9233.35,20.72
4451,Goa,Groundnut,2018,498,4406,73.5,27.56
4452,Goa,Groundnut,2018,497,4406,74.9,19.01
4453,Goa,Other  Rabi pulses,2018,6179,4406,2111.55,26.3
4454,Goa,Other Kharif pulses,2018,139,4406,59.5,24.95
4455,Goa,Rice,2018,70272,4406,9044.35,25.78
4456,Goa,Rice,2018,28582,4406,3690.05,22.12
4457,Goa,Sugarcane,2018,35296,4406,310.8,20.72
4458,Goa,Sweet potato,2018,116,4406,19.25,18.18
4459,Goa,other oilseeds,2018,1692,4406,294.35,18.18
4460,Goa,Arecanut,2019,3704,4489.5,729.27,28.18
4461,Goa,Banana,2019,30898,4489.5,910.2,20.72
4462,Goa,Black pepper,2019,315,4489.5,311.91,27.56
4463,Goa,Cashewnut,2019,28630,4489.5,20896.12,19.01
4464,Goa,Coconut ,2019,167000000,4489.5,9820.54,26.3
4465,Goa,Groundnut,2019,5,4489.5,0.74,24.95
4466,Goa,Groundnut,2019,426,4489.5,62.16,25.78
4467,Goa,Other  Rabi pulses,2019,3855,4489.5,1626.89,22.12
4468,Goa,Other Kharif pulses,2019,0,4489.5,0.37,20.72
4469,Goa,Rice,2019,60556,4489.5,9032.07,18.18
4470,Goa,Rice,2019,29819,4489.5,3806.19,18.18
4471,Goa,Sugarcane,2019,53708,4489.5,300.07,28.18
4472,Goa,Sweet potato,2019,164,4489.5,24.42,20.72
4473,Goa,other oilseeds,2019,1865,4489.5,253.08,27.56
4474,Goa,Black pepper,2004,98,2518,123.69,19.01
4475,Goa,Cashewnut,2004,25556,2518,11520.18,26.3
4476,Goa,Coconut ,2004,123520000,2518,5283.6,24.95
4477,Goa,Groundnut,2004,5408,2518,691.11,25.78
4478,Goa,Ragi,2004,377,2518,82.74,22.12
4479,Goa,Rice,2004,145174,2518,11012.82,20.72
4480,Goa,Sugarcane,2004,60583,2518,254.1,18.18
4481,Goa,Black pepper,2005,137,3392.8,131.46,18.18
4482,Goa,Cashewnut,2005,27070,3392.8,11554.41,28.18
4483,Goa,Coconut ,2005,125340000,3392.8,5315.52,20.72
4484,Goa,Groundnut,2005,7942,3392.8,695.52,27.56
4485,Goa,Ragi,2005,463,3392.8,92.61,19.01
4486,Goa,Rice,2005,147236,3392.8,10957.17,26.3
4487,Goa,Sugarcane,2005,55867,3392.8,233.1,24.95
4488,Goa,Black pepper,2006,169,2928.8,142.56,25.78
4489,Goa,Cashewnut,2006,24380,2928.8,12166.44,22.12
4490,Goa,Coconut ,2006,126680000,2928.8,5602.96,20.72
4491,Goa,Groundnut,2006,4600,2928.8,580.8,18.18
4492,Goa,Ragi,2006,254,2928.8,61.6,18.18
4493,Goa,Rice,2006,128945,2928.8,11656.7,28.18
4494,Goa,Sugarcane,2006,58279,2928.8,246.4,20.72
4495,Goa,Black pepper,2007,208,3674.7,106.56,27.56
4496,Goa,Cashewnut,2007,21942,3674.7,8897.92,19.01
4497,Goa,Coconut ,2007,127570000,3674.7,4087.2,26.3
4498,Goa,Groundnut,2007,6998,3674.7,595.2,24.95
4499,Goa,Ragi,2007,170,3674.7,25.92,25.78
4500,Goa,Rice,2007,121679,3674.7,8350.56,22.12
4501,Goa,Sugarcane,2007,56027,3674.7,165.44,20.72
4502,Goa,Groundnut,1997,447,3680.3,108.5,18.18
4503,Goa,Groundnut,1997,2105,3680.3,336.97,18.18
4504,Goa,Other  Rabi pulses,1997,7400,3680.3,2790,28.18
4505,Goa,Other Kharif pulses,1997,194,3680.3,310,20.72
4506,Goa,Ragi,1997,2476,3680.3,868,27.56
4507,Goa,Rice,1997,40864,3680.3,4702.39,19.01
4508,Goa,Rice,1997,19052,3680.3,1989.27,26.3
4509,Goa,Groundnut,2008,896,3271.6,57.78,24.95
4510,Goa,Groundnut,2008,7308,3271.6,284.67,25.78
4511,Goa,Other  Rabi pulses,2008,9853,3271.6,852.03,22.12
4512,Goa,Other Kharif pulses,2008,176,3271.6,34.92,20.72
4513,Goa,Ragi,2008,191,3271.6,14.22,18.18
4514,Goa,Rice,2008,78705,3271.6,3027.42,18.18
4515,Goa,Rice,2008,43162,3271.6,1411.92,28.18
4516,Goa,Sugarcane,2008,49253,3271.6,91.89,20.72
4517,Goa,Groundnut,2009,1198,3334.9,96.9,27.56
4518,Goa,Groundnut,2009,6857,3334.9,383.86,19.01
4519,Goa,Other  Rabi pulses,2009,8229,3334.9,1280.78,26.3
4520,Goa,Other Kharif pulses,2009,305,3334.9,60.52,24.95
4521,Goa,Ragi,2009,157,3334.9,26.18,25.78
4522,Goa,Rice,2009,59267,3334.9,5298.22,21.74
4523,Goa,Rice,2009,41338,3334.9,2709.46,20.33
4524,Goa,Sugarcane,2009,52343,3334.9,151.81,18.01
4525,Goa,Groundnut,2010,1390,4193.3,110.64,18.01
4526,Goa,Groundnut,2010,6897,4193.3,581.76,27.36
4527,Goa,Other  Rabi pulses,2010,7836,4193.3,1768.8,20.33
4528,Goa,Other Kharif pulses,2010,146,4193.3,43.2,27.29
4529,Goa,Ragi,2010,133,4193.3,36,18.82
4530,Goa,Rice,2010,72221,4193.3,7351.68,25.89
4531,Goa,Rice,2010,42773,4193.3,3835.2,24.32
4532,Goa,Sugarcane,2010,49109,4193.3,221.04,25.28
4533,Goa,Groundnut,2011,1022,3340.395455,117.81,21.74
4534,Goa,Groundnut,2011,6978,3340.395455,936.21,20.33
4535,Goa,Other  Rabi pulses,2011,8137,3340.395455,3213.21,18.01
4536,Goa,Other Kharif pulses,2011,149,3340.395455,69.96,18.01
4537,Goa,Ragi,2011,137,3340.395455,49.5,27.36
4538,Goa,Rice,2011,78770,3340.395455,10311.51,20.33
4539,Goa,Rice,2011,43221,3340.395455,5276.7,27.29
4540,Goa,Sugarcane,2011,46584,3340.395455,301.95,18.82
4541,Goa,Groundnut,2012,1345,3048.9,165.54,25.89
4542,Goa,Groundnut,2012,6123,3048.9,797.94,24.32
4543,Goa,Other  Rabi pulses,2012,8784,3048.9,3014.13,25.28
4544,Goa,Other Kharif pulses,2012,190,3048.9,70.06,21.74
4545,Goa,Ragi,2012,50,3048.9,14.88,20.33
4546,Goa,Rice,2012,81229,3048.9,9689.05,18.01
4547,Goa,Rice,2012,41592,3048.9,4518.25,18.01
4548,Goa,Sugarcane,2012,46055,3048.9,264.74,27.36
4549,Gujarat,Arhar/Tur,1997,296200,798.9,122636,20.33
4550,Gujarat,Bajra,1997,1114500,798.9,283898,27.29
4551,Gujarat,Bajra,1997,380400,798.9,55738,18.82
4552,Gujarat,Banana,1997,1108400,798.9,5983,25.89
4553,Gujarat,Castor seed,1997,26000,798.9,3472,24.32
4554,Gujarat,Castor seed,1997,660500,798.9,104470,25.28
4555,Gujarat,Cotton(lint),1997,3180200,798.9,470859,21.74
4556,Gujarat,Dry chillies,1997,21300,798.9,5704,20.33
4557,Gujarat,Garlic,1997,133900,798.9,6262,18.01
4558,Gujarat,Gram,1997,98700,798.9,38223,18.01
4559,Gujarat,Groundnut,1997,2453600,798.9,566153,27.36
4560,Gujarat,Groundnut,1997,162200,798.9,30969,20.33
4561,Gujarat,Jowar,1997,163800,798.9,64418,27.29
4562,Gujarat,Jowar,1997,64800,798.9,23498,18.82
4563,Gujarat,Maize,1997,659000,798.9,123938,25.89
4564,Gujarat,Moong(Green Gram),1997,101300,798.9,55428,24.32
4565,Gujarat,Moth,1997,24100,798.9,15035,25.28
4566,Gujarat,Onion,1997,615900,798.9,6479,21.74
4567,Gujarat,Other  Rabi pulses,1997,1800,798.9,899,20.33
4568,Gujarat,Other Kharif pulses,1997,7400,798.9,4495,18.01
4569,Gujarat,Potato,1997,623900,798.9,8835,18.01
